tipo de identificación,número de identificación,número de cuenta,nombres,tipo transacción,monto transacción,tipo de producto,ciudad,fecha-hora,fecha de nacimiento,dirección del cliente,teléfono del cliente,correo del cliente,reporte centrales de riesgo,monto reporte de central de riesgo,tiempo en mora del reporte de riesgo
TI,321137173,3492626050,Cliente429 Méndez,Retiro,3499435,Tarjeta de crédito,Cali,1709163025,1954-08-20,Avenida 33 #96-32,3379886786,usuario@dominio,No,,
CC,500786773,8330794025,Cliente430 Gómez,Pago,1624481,Cuenta corriente,Pereira,2024-02-28 16:31:07,1800-01-01,Avenida 2 #64-42,3747647365,sincorreo,No,,
CE,615191530,6064182424,Cliente431 Méndez,Transferencia,4512161,Tarjeta de crédito,Bogotá,2024-02-28 14:50:10,2000-09-05,Diagonal 113 #12-9,3423578034,cliente431.985@gmail.com,No,,
CC,757489570,9713379191,Cliente432 Pérez,Depósito,4856811,Préstamo personal,Cartagena,2024-02-28 19:09:10,2003-03-11,Diagonal 118 #34-29,3847198001,cliente432.447@gmail.com,No,,
TI,180679602,7946714882,Cliente433 Torres,Transferencia,4362111,Préstamo personal,Barranquilla,1709124999,1960-06-22,Carrera 61 #91-25,3698546084,correo@,No,,
PAS,250228593,6321128553,Cliente434 Ramírez,Pago,4544580,Préstamo personal,Pereira,2024-02-28 23:36:01,2001-08-03,Avenida 47 #83-48,3274853522,sincorreo,Sí,545119,90 días
PAS,609966624,7630519681,Cliente435 Ramírez,Retiro,1487668,Inversión,Pereira,1709128522,1975-07-21,Carrera 68 #99-3,3979197640,cliente435.564@outlook.com,Sí,433668,60 días
CE,549222667,5350711931,Cliente436 Méndez,Depósito,2859155,Cuenta de ahorros,Barranquilla,1709116694,1971-02-02,Avenida 91 #37-33,3395057839,cliente436.903@gmail.com,No,,
PAS,587936287,4184399927,Cliente437 Ramírez,Pago,2766936,Préstamo personal,Cali,2024-02-28 16:38:34,1983-04-18,Diagonal 32 #2-24,3624483578,cliente437.56@gmail.com,No,,
PAS,118301538,1751812240,Cliente438 Méndez,Depósito,4148987,Cuenta de ahorros,Bucaramanga,1709083528,1984-02-11,Diagonal 34 #1-12,3309281383,sincorreo,Sí,41052,120 días
PAS,518200367,9598371086,Cliente439 Pérez,Transferencia,2118369,Inversión,Bogotá,1709128664,1962-05-21,Carrera 13 #73-46,3697541399,cliente439.392@yahoo.com,Sí,447294,30 días
CE,896500485,3809873832,Cliente440 Gómez,Compra,2549020,Cuenta corriente,Pereira,1709099587,1988-11-08,Diagonal 52 #88-5,3486148042,usuario@dominio,Sí,239797,30 días
CE,537511322,2951765917,Cliente441 Torres,Compra,4119258,Cuenta de ahorros,Cali,1709107403,1800-01-01,Avenida 88 #69-12,3272807652,cliente441.780@outlook.com,No,,
TI,284773211,2167739653,Cliente442 Méndez,Compra,4591301,Inversión,Pereira,2024-02-28 16:18:46,1986-11-26,Avenida 103 #59-48,3690933968,sincorreo,Sí,337656,120 días
PAS,768965686,5823697733,Cliente443 Gómez,Compra,381108,Tarjeta de crédito,Barranquilla,1709162089,1987-08-12,Carrera 87 #10-10,3169622911,usuario@dominio,Sí,300874,120 días
TI,596088039,5531125165,Cliente444 Ramírez,Depósito,951495,Cuenta de ahorros,Bogotá,1709089674,1965-08-26,Carrera 144 #40-1,3268560355,cliente444.343@mail.com,No,,
PAS,801187863,8925124756,Cliente445 Méndez,Pago,3033694,Préstamo personal,Barranquilla,1709160220,1959-09-09,Diagonal 142 #81-1,3519200963,@dominio.com,No,,
CC,858568489,9567117204,Cliente446 Gómez,Transferencia,4700125,Cuenta de ahorros,Barranquilla,2024-02-28 05:44:24,1960-02-10,Avenida 38 #15-14,3444997383,usuario@dominio,No,,
CE,716122561,7445555979,Cliente447 Méndez,Transferencia,4915851,Préstamo personal,Bucaramanga,1709088219,1950-07-05,Avenida 100 #89-26,3989439042,@dominio.com,Sí,227816,90 días
TI,565884120,8576361731,Cliente448 Méndez,Transferencia,228404,Cuenta de ahorros,Bogotá,1709155365,1963-01-27,Calle 16 #46-4,3783521257,cliente448.195@mail.com,No,,
CC,214777672,9037551851,Cliente449 Pérez,Compra,4996841,Tarjeta de crédito,Medellín,2024-02-28 21:24:30,1974-10-04,Calle 9 #80-49,3746965033,cliente449.360@gmail.com,Sí,14993,90 días
TI,595127498,8342044853,Cliente450 Torres,Transferencia,1477547,Inversión,Cali,2024-02-28 02:27:17,1979-03-07,Avenida 98 #3-42,3493488149,cliente450.694@outlook.com,No,,
CC,803387907,4313292898,Cliente451 Pérez,Depósito,1637608,Préstamo personal,Cali,1709100312,1962-02-07,Avenida 57 #69-16,3975702095,cliente451.62@outlook.com,Sí,756352,120 días
CE,724548938,6761408614,Cliente452 Gómez,Retiro,2289678,Préstamo personal,Bucaramanga,2024-02-28 05:27:25,1984-03-25,Carrera 107 #87-41,3930341766,cliente452.946@gmail.com,Sí,185019,30 días
CE,753391180,8573364551,Cliente453 Méndez,Retiro,2723484,Cuenta de ahorros,Bogotá,1709087481,1954-04-21,Calle 9 #53-3,3910938223,usuario@dominio,No,,
TI,920329753,5169528697,Cliente454 Ramírez,Depósito,758958,Inversión,Barranquilla,2024-02-28 18:57:41,1958-02-16,Diagonal 43 #25-8,3651604401,usuario@dominio,Sí,692410,90 días
PAS,362568351,8725531283,Cliente455 Ramírez,Pago,1293952,Tarjeta de crédito,Medellín,1709145928,1981-09-05,Avenida 114 #71-43,3267171395,@dominio.com,No,,
PAS,435189997,3944698494,Cliente456 Torres,Retiro,2221185,Tarjeta de crédito,Bogotá,2024-02-28 21:49:03,1964-12-24,Avenida 135 #87-3,3519250450,@dominio.com,Sí,767611,90 días
PAS,820048599,7649501863,Cliente457 Gómez,Pago,2486319,Tarjeta de crédito,Pereira,1709163748,1958-07-21,Carrera 9 #53-3,3691930761,correo@,No,,
PAS,124583206,1819046644,Cliente458 Pérez,Retiro,978111,Tarjeta de crédito,Bogotá,2024-02-28 06:36:24,2001-05-13,Carrera 10 #54-20,3103523190,cliente458.409@gmail.com,No,,
CE,415853197,9600737472,Cliente459 Gómez,Retiro,42112,Cuenta de ahorros,Pereira,1709112318,1960-03-23,Diagonal 113 #100-23,3847980671,cliente459.862@outlook.com,Sí,125143,30 días
CE,429590901,8967473262,Cliente460 Méndez,Compra,1323689,Préstamo personal,Bucaramanga,2024-02-28 10:44:17,1979-10-16,Avenida 7 #7-33,3744435548,cliente460.101@yahoo.com,No,,
CE,351903669,8144985000,Cliente461 Gómez,Compra,3783942,Cuenta corriente,Pereira,1709142769,1978-02-05,Avenida 23 #33-3,3760539260,usuario@dominio,Sí,868716,60 días
CE,114998383,8421728843,Cliente462 Pérez,Retiro,1803937,Cuenta de ahorros,Medellín,1709087867,2003-04-26,Diagonal 145 #44-48,3820369639,cliente462.417@outlook.com,Sí,80972,90 días
CC,526719972,7349282106,Cliente463 Torres,Transferencia,4863945,Inversión,Cali,1709151014,1962-03-09,Calle 118 #46-49,3716808601,cliente463.590@gmail.com,Sí,621059,30 días
CC,460593257,2699557414,Cliente464 Torres,Pago,1818715,Inversión,Pereira,2024-02-28 09:39:19,1988-05-26,Diagonal 140 #5-39,3980575387,cliente464.446@outlook.com,Sí,429442,90 días
CE,969163663,5200447062,Cliente465 Ramírez,Pago,4623673,Cuenta corriente,Cartagena,1709106365,1953-01-06,Carrera 17 #93-48,3443728608,cliente465.574@yahoo.com,Sí,99948,120 días
CE,480337070,8409881191,Cliente466 Torres,Pago,3967915,Cuenta de ahorros,Bucaramanga,2024-02-28 13:21:31,1979-12-06,Diagonal 37 #30-44,3325622900,cliente466.492@outlook.com,Sí,534068,120 días
TI,415340882,7836557064,Cliente467 Torres,Depósito,2628523,Inversión,Pereira,1709121739,1963-11-13,Carrera 140 #90-22,3743621371,correo@,Sí,185974,30 días
TI,892619546,3809648649,Cliente468 Pérez,Transferencia,855240,Inversión,Medellín,1709105998,1955-03-09,Calle 140 #20-48,3161170402,correo@.,No,,
TI,652478551,6790636182,Cliente469 Ramírez,Depósito,4681098,Cuenta corriente,Barranquilla,2024-02-28 19:34:09,1952-11-13,Carrera 89 #40-6,3444070999,correo@,No,,
CE,398285037,1347281572,Cliente470 Ramírez,Pago,1195502,Inversión,Bogotá,2024-02-28 03:16:45,2004-05-24,Avenida 65 #90-3,3816222044,correo@.,No,,
CC,163553584,1029590819,Cliente471 Méndez,Depósito,1835162,Préstamo personal,Medellín,1709159002,1966-12-25,Diagonal 150 #50-47,3680637304,sincorreo,No,,
PAS,301476223,3795814746,Cliente472 Ramírez,Compra,1235889,Préstamo personal,Barranquilla,1709126754,1965-09-08,Calle 87 #3-32,3326147719,correo@,Sí,729302,90 días
CC,817894167,3550896679,Cliente473 Méndez,Compra,4150584,Cuenta corriente,Medellín,1709163882,1977-11-27,Calle 61 #33-50,3983556376,cliente473.774@mail.com,No,,
TI,298419064,7433404855,Cliente474 Torres,Depósito,1111113,Tarjeta de crédito,Cartagena,2024-02-28 11:47:32,1977-02-07,Calle 99 #79-18,3837677710,cliente474.206@outlook.com,Sí,403963,30 días
TI,315297318,1948250132,Cliente475 Méndez,Compra,1869356,Tarjeta de crédito,Bogotá,2024-02-28 09:07:04,1955-10-02,Carrera 27 #53-40,3805828290,cliente475.480@gmail.com,Sí,451022,30 días
TI,168239652,1054208580,Cliente476 Gómez,Depósito,910189,Cuenta corriente,Bogotá,2024-02-28 11:52:47,1995-12-23,Avenida 135 #69-37,3363065797,cliente476.989@gmail.com,No,,
CC,788712329,6778503479,Cliente477 Ramírez,Transferencia,3155129,Cuenta corriente,Bogotá,2024-02-28 10:59:36,1991-02-26,Carrera 20 #87-27,3102841423,correo@,Sí,115716,90 días
CC,330459344,9008671015,Cliente478 Méndez,Compra,1443256,Tarjeta de crédito,Pereira,1709130929,1958-01-07,Calle 101 #51-38,3954747057,sincorreo,Sí,150624,60 días
TI,999798764,4771393278,Cliente479 Pérez,Pago,2347886,Cuenta corriente,Bogotá,1709091447,1960-10-24,Diagonal 60 #23-21,3535978955,cliente479.423@outlook.com,No,,
PAS,827747753,6728574965,Cliente480 Méndez,Retiro,4080861,Cuenta de ahorros,Barranquilla,1709141036,1958-07-07,Avenida 68 #100-38,3165437988,cliente480.597@gmail.com,Sí,774472,30 días
CC,889040813,8100154647,Cliente481 Méndez,Depósito,4569991,Préstamo personal,Bogotá,2024-02-28 01:02:32,1974-11-05,Avenida 84 #55-45,3484635421,usuario@dominio,No,,
PAS,565073021,9963993964,Cliente482 Ramírez,Compra,4394686,Préstamo personal,Cartagena,2024-02-28 09:18:54,1952-03-24,Calle 4 #5-19,3479543485,sincorreo,No,,
CC,251381627,6969494870,Cliente483 Pérez,Retiro,256599,Cuenta de ahorros,Pereira,1709144367,1992-08-26,Diagonal 142 #28-36,3875229843,correo@.,Sí,607166,30 días
PAS,774368451,5664941981,Cliente484 Torres,Compra,3664381,Inversión,Cartagena,2024-02-28 07:20:04,1800-01-01,Calle 25 #82-36,3120129604,cliente484.292@yahoo.com,No,,
CC,138956359,9899397318,Cliente485 Méndez,Pago,2388335,Tarjeta de crédito,Cali,1709142785,1978-11-01,Avenida 5 #48-47,3220511750,cliente485.134@mail.com,No,,
PAS,123782546,4074436805,Cliente486 Ramírez,Depósito,957971,Cuenta de ahorros,Cartagena,1709156475,1988-08-24,Calle 61 #75-5,3672450533,correo@,Sí,963558,60 días
PAS,210162903,7113152307,Cliente487 Torres,Transferencia,4352281,Cuenta corriente,Cartagena,2024-02-28 00:05:28,1964-10-17,Carrera 77 #63-15,3734215653,correo@.,Sí,653809,90 días
CE,139861267,1497253224,Cliente488 Torres,Depósito,4734939,Inversión,Cartagena,2024-02-28 03:25:43,1977-01-02,Avenida 61 #31-15,3288072447,sincorreo,Sí,526490,30 días
TI,307839997,3371631488,Cliente489 Ramírez,Pago,3022123,Cuenta de ahorros,Barranquilla,1709136745,1957-09-13,Avenida 87 #32-1,3955651337,cliente489.974@outlook.com,Sí,91861,60 días
CC,227744983,2863307044,Cliente490 Ramírez,Depósito,1147251,Inversión,Bucaramanga,1709113005,1959-03-07,Carrera 15 #60-4,3957485188,correo@.,Sí,809536,120 días
TI,685246216,1757827213,Cliente491 Méndez,Pago,4412188,Inversión,Bogotá,1709146585,1979-12-10,Calle 138 #78-43,3649121173,cliente491.694@mail.com,Sí,934216,120 días
CE,671781971,3686989464,Cliente492 Pérez,Retiro,1021676,Tarjeta de crédito,Cali,2024-02-28 14:30:27,1964-07-26,Calle 136 #58-6,3336803356,cliente492.760@outlook.com,Sí,839875,30 días
CE,795496398,1387839547,Cliente493 Ramírez,Pago,830133,Préstamo personal,Cartagena,2024-02-28 00:32:28,1984-08-07,Calle 145 #15-44,3165002585,correo@,No,,
PAS,755445685,4743276596,Cliente494 Gómez,Pago,4288096,Cuenta corriente,Medellín,1709162122,1969-05-17,Carrera 71 #26-31,3891143019,usuario@dominio,No,,
CC,830904886,3747308500,Cliente495 Pérez,Pago,2331633,Cuenta corriente,Bogotá,2024-02-28 23:38:36,1996-09-16,Avenida 45 #92-4,3651932842,cliente495.683@gmail.com,No,,
PAS,871725732,3450876481,Cliente496 Gómez,Transferencia,2748974,Cuenta corriente,Cartagena,2024-02-28 08:18:27,1961-12-28,Avenida 136 #30-8,3572420450,correo@.,Sí,882031,30 días
CC,111826387,8595540691,Cliente497 Ramírez,Compra,4974210,Préstamo personal,Bucaramanga,2024-02-28 13:46:19,1983-03-04,Diagonal 40 #58-12,3508653326,cliente497.694@outlook.com,Sí,429460,60 días
CE,276211123,3462115030,Cliente498 Méndez,Depósito,1171275,Inversión,Cali,2024-02-28 14:10:05,1987-12-09,Carrera 133 #1-17,3968039267,cliente498.67@mail.com,Sí,741067,120 días
TI,901252330,6408938381,Cliente499 Gómez,Pago,4529768,Cuenta corriente,Cartagena,1709093597,1997-11-11,Avenida 139 #86-49,3659665078,@dominio.com,Sí,252343,120 días
TI,753477821,3348738499,Cliente500 Gómez,Compra,508583,Inversión,Cartagena,2024-02-28 10:23:37,1973-12-22,Carrera 75 #64-50,3306857945,sincorreo,Sí,628429,120 días
TI,741359880,1403283566,Cliente501 Gómez,Transferencia,4776857,Cuenta de ahorros,Bogotá,2024-02-28 17:49:36,1982-05-02,Carrera 27 #60-17,3725483345,cliente501.946@mail.com,No,,
CC,433867271,3157206053,Cliente502 Torres,Compra,4117496,Cuenta de ahorros,Barranquilla,2024-02-28 15:04:37,2000-06-12,Avenida 130 #75-46,3707655986,cliente502.199@mail.com,No,,
PAS,542303435,2500514109,Cliente503 Torres,Depósito,829631,Tarjeta de crédito,Bucaramanga,2024-02-28 17:23:55,1962-03-24,Diagonal 60 #20-44,3373137019,cliente503.861@yahoo.com,No,,
TI,224759174,9274025516,Cliente504 Ramírez,Compra,2593236,Cuenta de ahorros,Pereira,1709082847,2003-10-03,Avenida 45 #49-9,3569442925,@dominio.com,No,,
TI,374999549,7566989259,Cliente505 Gómez,Transferencia,2548100,Tarjeta de crédito,Bucaramanga,2024-02-28 03:06:47,1986-06-14,Diagonal 45 #66-24,3272880822,correo@,No,,
CE,797866685,3589252112,Cliente506 Torres,Compra,932194,Tarjeta de crédito,Medellín,1709115250,1975-11-16,Calle 60 #35-38,3631912586,correo@,Sí,459305,60 días
CC,484411676,3921734660,Cliente507 Méndez,Compra,781353,Cuenta corriente,Bogotá,1709089925,1997-03-21,Diagonal 81 #23-41,3960049796,cliente507.31@yahoo.com,Sí,138672,90 días
TI,816157914,2533987008,Cliente508 Torres,Compra,89747,Tarjeta de crédito,Medellín,1709085733,1968-09-09,Calle 95 #35-41,3412062447,cliente508.221@gmail.com,No,,
CC,336151073,9957593825,Cliente509 Ramírez,Transferencia,3428052,Cuenta de ahorros,Bogotá,2024-02-28 01:51:14,1987-01-28,Diagonal 104 #1-47,3257078621,correo@.,Sí,597213,90 días
CC,758530364,9176471234,Cliente510 Méndez,Compra,3075570,Cuenta de ahorros,Cali,1709119050,1954-12-20,Avenida 11 #69-26,3651640496,sincorreo,Sí,712484,30 días
CE,957403867,6536996166,Cliente511 Méndez,Compra,967706,Inversión,Barranquilla,1709092428,1994-01-04,Calle 18 #75-50,3575743323,correo@,No,,
CC,856878018,7188620340,Cliente512 Gómez,Compra,169812,Inversión,Cali,1709084170,1983-10-10,Diagonal 59 #63-46,3861492170,usuario@dominio,Sí,929340,30 días
PAS,835781355,7082178925,Cliente513 Pérez,Depósito,315245,Cuenta corriente,Medellín,1709088717,1969-08-03,Calle 21 #11-32,3977658199,cliente513.676@yahoo.com,No,,
CC,290976424,9361811964,Cliente514 Torres,Pago,3589308,Inversión,Bucaramanga,2024-02-28 17:52:28,1981-01-11,Diagonal 97 #13-28,3714371947,correo@.,No,,
TI,871864869,5374580714,Cliente515 Gómez,Transferencia,197262,Préstamo personal,Cartagena,1709122541,1959-10-11,Carrera 122 #65-10,3809817861,cliente515.921@gmail.com,Sí,923506,60 días
TI,766305047,5009209197,Cliente516 Pérez,Depósito,3328822,Tarjeta de crédito,Cali,2024-02-28 00:37:26,1800-01-01,Calle 149 #17-25,3418498730,cliente516.49@outlook.com,No,,
PAS,630776443,8623329963,Cliente517 Méndez,Transferencia,2492746,Tarjeta de crédito,Pereira,2024-02-28 09:26:36,1954-10-06,Avenida 131 #86-13,3711701076,cliente517.673@gmail.com,Sí,512744,30 días
CC,243101552,8817983806,Cliente518 Gómez,Pago,4331208,Tarjeta de crédito,Cali,2024-02-28 12:19:46,1995-04-12,Diagonal 22 #14-48,3739732038,sincorreo,No,,
TI,578805716,8081001705,Cliente519 Gómez,Transferencia,4974122,Cuenta corriente,Medellín,2024-02-28 15:31:55,1984-04-20,Carrera 3 #10-28,3459342266,cliente519.623@mail.com,Sí,821200,30 días
CE,687741522,2942420022,Cliente520 Torres,Depósito,259886,Inversión,Bogotá,1709162479,1952-10-22,Calle 72 #40-45,3895811465,cliente520.576@mail.com,Sí,619760,90 días
TI,312535753,2468192405,Cliente521 Gómez,Compra,771376,Inversión,Barranquilla,2024-02-28 18:28:53,1985-12-14,Diagonal 16 #91-47,3754862069,sincorreo,Sí,139610,90 días
PAS,853431028,3849578297,Cliente522 Ramírez,Pago,3232161,Cuenta corriente,Bogotá,2024-02-28 05:15:43,2004-05-21,Diagonal 68 #76-43,3593823565,cliente522.310@gmail.com,No,,
CE,450149821,8663306183,Cliente523 Méndez,Retiro,522199,Inversión,Barranquilla,1709137425,1996-12-12,Carrera 130 #33-25,3744215176,usuario@dominio,Sí,977878,90 días
CE,477637843,5916369425,Cliente524 Ramírez,Compra,3554163,Cuenta corriente,Bucaramanga,2024-02-28 09:04:47,1800-01-01,Diagonal 133 #89-3,3780592203,cliente524.716@outlook.com,Sí,219039,30 días
CE,758715192,3127834978,Cliente525 Ramírez,Retiro,2004049,Tarjeta de crédito,Barranquilla,2024-02-28 09:14:20,1800-01-01,Avenida 86 #57-2,3751702058,correo@,Sí,87078,90 días
CE,623595427,1878711644,Cliente526 Méndez,Retiro,4339818,Préstamo personal,Cartagena,1709084091,1979-06-21,Carrera 39 #29-42,3936538940,cliente526.834@yahoo.com,No,,
CC,325491415,3216979620,Cliente527 Gómez,Compra,4912134,Tarjeta de crédito,Bogotá,2024-02-28 11:30:38,1954-07-11,Calle 6 #52-40,3967073975,sincorreo,No,,
CE,268115562,8156583129,Cliente528 Pérez,Compra,4531748,Inversión,Cali,1709082354,1991-11-24,Carrera 142 #9-31,3475288464,cliente528.654@mail.com,Sí,78547,60 días
CE,547194301,9467476564,Cliente529 Ramírez,Retiro,2718144,Cuenta corriente,Bogotá,1709100443,1997-07-09,Diagonal 36 #13-21,3539300247,usuario@dominio,Sí,135996,30 días
CC,583128156,2614493846,Cliente530 Gómez,Pago,1374097,Inversión,Bucaramanga,1709119162,1956-12-01,Diagonal 78 #51-35,3922373015,cliente530.294@mail.com,Sí,865767,90 días
PAS,875468208,6318949483,Cliente531 Ramírez,Pago,560600,Inversión,Cali,2024-02-28 22:30:48,1951-07-09,Calle 83 #84-13,3195000401,cliente531.978@mail.com,Sí,603939,60 días
CE,467533065,3673579488,Cliente532 Torres,Compra,1223308,Tarjeta de crédito,Cali,2024-02-28 12:13:52,1997-05-14,Diagonal 13 #24-42,3873656858,correo@.,No,,
CC,193250046,3080745318,Cliente533 Pérez,Depósito,927830,Tarjeta de crédito,Medellín,1709163175,1964-04-23,Diagonal 34 #96-19,3650848247,sincorreo,No,,
TI,444162004,4973934082,Cliente534 Méndez,Retiro,146418,Préstamo personal,Pereira,1709126910,2000-02-06,Calle 57 #45-28,3745554218,cliente534.560@gmail.com,Sí,334225,90 días
TI,781348147,5748631617,Cliente535 Ramírez,Compra,1048687,Inversión,Cartagena,1709130686,1993-02-17,Diagonal 120 #83-26,3247438099,@dominio.com,Sí,885784,90 días
PAS,925696233,2954476937,Cliente536 Ramírez,Transferencia,4537058,Préstamo personal,Cartagena,1709141961,1800-01-01,Avenida 4 #75-25,3293528255,cliente536.786@gmail.com,No,,
CC,481961245,4047658278,Cliente537 Ramírez,Depósito,4733816,Tarjeta de crédito,Bucaramanga,1709080828,1984-08-25,Avenida 65 #43-11,3670161622,correo@,Sí,717000,90 días
CC,694538358,3301102897,Cliente538 Méndez,Depósito,3856378,Tarjeta de crédito,Cartagena,2024-02-28 22:47:40,1982-11-13,Calle 28 #60-1,3900616202,cliente538.289@gmail.com,No,,
CE,336322363,5005345408,Cliente539 Gómez,Pago,765447,Préstamo personal,Cartagena,1709162057,2005-03-26,Diagonal 149 #76-23,3983625367,correo@,Sí,82867,120 días
TI,682950452,2082651696,Cliente540 Gómez,Retiro,1654859,Tarjeta de crédito,Bucaramanga,1709136502,1983-03-05,Avenida 147 #93-41,3842738810,sincorreo,Sí,970899,120 días
PAS,334021106,5372670687,Cliente541 Pérez,Pago,1549801,Cuenta corriente,Cartagena,1709115460,2004-03-11,Avenida 48 #73-46,3149290705,cliente541.23@yahoo.com,Sí,672065,60 días
TI,935432787,7963360136,Cliente542 Méndez,Retiro,3438835,Cuenta corriente,Pereira,2024-02-28 00:11:07,1970-12-13,Avenida 136 #83-29,3116170466,@dominio.com,No,,
PAS,562797420,8879449201,Cliente543 Gómez,Compra,1255658,Préstamo personal,Cartagena,1709163937,1985-04-01,Calle 138 #28-40,3266335958,cliente543.173@mail.com,Sí,403675,60 días
CC,831596930,4852381698,Cliente544 Torres,Compra,2711010,Cuenta corriente,Bogotá,1709119670,2000-02-02,Diagonal 148 #61-29,3115795780,cliente544.381@outlook.com,No,,
CC,201583806,1037346034,Cliente545 Torres,Transferencia,2716527,Préstamo personal,Medellín,1709105607,1800-01-01,Calle 147 #22-39,3348338392,sincorreo,No,,
PAS,693180019,4628514748,Cliente546 Torres,Pago,4000558,Préstamo personal,Cali,2024-02-28 16:51:46,1963-07-01,Avenida 60 #27-14,3951013505,cliente546.340@outlook.com,No,,
PAS,146536827,9870874097,Cliente547 Gómez,Compra,4513429,Tarjeta de crédito,Bogotá,2024-02-28 07:18:11,1800-01-01,Carrera 15 #21-48,3146747386,cliente547.768@gmail.com,Sí,74018,30 días
CE,564590364,7528334309,Cliente548 Torres,Depósito,3185104,Cuenta de ahorros,Pereira,1709149312,1979-01-21,Diagonal 30 #54-31,3189320207,sincorreo,Sí,566031,30 días
CE,357926526,5265545387,Cliente549 Gómez,Transferencia,2150991,Tarjeta de crédito,Cali,1709079508,1971-05-24,Avenida 97 #54-31,3627917127,cliente549.722@gmail.com,No,,
CC,998670030,9132388503,Cliente550 Pérez,Transferencia,1145923,Cuenta de ahorros,Barranquilla,2024-02-28 18:30:30,1971-12-23,Carrera 77 #71-10,3500711407,cliente550.47@yahoo.com,Sí,849090,90 días
CC,143747558,6691296370,Cliente551 Torres,Compra,1332884,Préstamo personal,Cali,2024-02-28 15:44:21,1954-12-10,Diagonal 132 #62-30,3306433236,cliente551.442@mail.com,Sí,931180,120 días
TI,315497213,1436915990,Cliente552 Torres,Pago,4415241,Cuenta corriente,Bogotá,1709127355,1985-07-15,Avenida 95 #44-14,3148331068,cliente552.365@outlook.com,Sí,226336,90 días
CE,803950206,3374819677,Cliente553 Méndez,Pago,2968795,Inversión,Cali,1709096600,2002-10-08,Avenida 52 #46-19,3415947814,cliente553.377@mail.com,No,,
PAS,175585797,7189372260,Cliente554 Gómez,Depósito,503195,Inversión,Medellín,1709118339,1800-01-01,Carrera 138 #82-1,3173543241,cliente554.892@mail.com,Sí,739920,60 días
CE,113196208,5536337157,Cliente555 Méndez,Retiro,4369303,Cuenta corriente,Bogotá,1709127177,1965-02-04,Avenida 30 #89-38,3986460413,@dominio.com,No,,
CE,900530657,1310561403,Cliente556 Ramírez,Transferencia,4742926,Inversión,Cartagena,2024-02-28 23:35:54,1966-02-16,Calle 20 #13-46,3671281468,cliente556.479@outlook.com,No,,
TI,893620789,7412948814,Cliente557 Pérez,Pago,1675020,Inversión,Pereira,2024-02-28 22:42:42,1961-07-27,Avenida 107 #69-15,3998338636,correo@.,Sí,260321,120 días
PAS,346039344,9841337244,Cliente558 Ramírez,Retiro,1790894,Cuenta de ahorros,Cartagena,2024-02-28 05:11:54,1979-07-20,Calle 136 #31-15,3359602795,cliente558.128@yahoo.com,No,,
TI,991968307,9037130545,Cliente559 Ramírez,Pago,2876669,Tarjeta de crédito,Pereira,2024-02-28 16:09:37,2005-07-05,Diagonal 7 #68-43,3199022164,cliente559.91@gmail.com,Sí,671363,90 días
TI,762662405,9994511553,Cliente560 Gómez,Transferencia,4515923,Cuenta corriente,Bogotá,1709122155,2005-01-07,Calle 45 #54-29,3561820665,usuario@dominio,Sí,517101,120 días
CE,134745517,2539963758,Cliente561 Ramírez,Transferencia,3190963,Préstamo personal,Bucaramanga,2024-02-28 10:40:00,1980-05-18,Avenida 131 #37-49,3417819310,cliente561.132@gmail.com,No,,
TI,411532236,5327685265,Cliente562 Pérez,Compra,4741451,Cuenta de ahorros,Bucaramanga,2024-02-28 10:25:02,1992-04-20,Carrera 95 #10-31,3152596509,cliente562.728@gmail.com,No,,
TI,528243123,7686282859,Cliente563 Pérez,Pago,2521010,Préstamo personal,Cartagena,2024-02-28 06:05:50,1971-08-16,Calle 65 #37-30,3362110247,cliente563.657@yahoo.com,No,,
CE,593130320,2604866102,Cliente564 Méndez,Pago,3265092,Cuenta de ahorros,Barranquilla,2024-02-28 06:27:11,1987-04-23,Avenida 2 #92-45,3580182867,cliente564.307@mail.com,Sí,752028,120 días
CC,508857140,5832614769,Cliente565 Pérez,Pago,742871,Tarjeta de crédito,Bogotá,1709151695,1984-02-08,Avenida 148 #6-19,3350220727,usuario@dominio,Sí,371865,120 días
CC,192588361,6982022943,Cliente566 Méndez,Depósito,4518862,Tarjeta de crédito,Barranquilla,1709121387,1800-01-01,Diagonal 63 #5-43,3928687173,cliente566.265@outlook.com,No,,
PAS,183078828,3563604262,Cliente567 Torres,Retiro,2321890,Cuenta de ahorros,Medellín,1709118887,1966-02-12,Carrera 150 #20-7,3357362665,cliente567.713@gmail.com,Sí,845452,60 días
CE,882100522,4275210285,Cliente568 Gómez,Depósito,1905913,Tarjeta de crédito,Pereira,2024-02-28 15:13:59,1994-12-04,Carrera 55 #71-44,3646196433,correo@.,No,,
TI,457038070,8623107596,Cliente569 Pérez,Pago,2888925,Tarjeta de crédito,Barranquilla,2024-02-28 16:56:52,1950-10-12,Avenida 56 #66-38,3869114895,usuario@dominio,Sí,70839,120 días
TI,366537120,9355896997,Cliente570 Ramírez,Compra,4440314,Cuenta corriente,Cartagena,1709130164,1988-02-24,Calle 57 #73-46,3171370882,cliente570.92@gmail.com,Sí,668093,30 días
TI,223863530,4914949138,Cliente571 Gómez,Pago,2958889,Cuenta de ahorros,Bucaramanga,1709106954,1966-01-27,Avenida 65 #84-9,3964820739,cliente571.802@mail.com,Sí,299581,60 días
