id_transaccion,fecha_hora,monto_transaccion,tipo_transaccion,numero_cuenta,id_cliente,id_producto,id_riesgo,id_fecha,alerta_fecha_futura,alerta_monto_negativo,alerta_tipo_desconocido
977,2024-02-28 02:45:39,3820277,Depósito,7764430778,977,5,490,973,false,false,true
978,2024-02-28 12:19:52,2635646,Depósito,1943240310,978,1,491,974,false,false,true
979,2024-02-28 12:17:07,3619670,Retiro,5876541093,979,3,4,975,false,false,true
980,2024-02-28 22:31:36,2540013,Pago,5384976734,980,2,4,976,false,false,true
981,2024-02-28 20:17:56,3803260,Compra,4097395523,981,1,492,977,false,false,true
982,2024-02-28 10:23:41,2315480,Pago,8182023724,982,2,4,978,false,false,true
983,2024-02-28 23:44:05,2093519,Pago,3181905980,983,5,493,979,false,false,true
984,2024-02-28 08:35:09,1677222,Retiro,4356533241,984,3,494,980,false,false,true
985,2024-02-28 15:27:53,2656658,Retiro,6768226775,985,5,4,981,false,false,true
986,2024-02-28 19:23:03,3855922,Pago,8404894109,986,1,495,982,false,false,true
987,2024-02-28 09:27:56,3110828,Transferencia,5512022639,987,4,4,983,false,false,true
988,2024-02-28 19:19:46,893437,Depósito,9124151158,988,1,496,984,false,false,true
989,2024-02-28 11:02:10,1091137,Transferencia,6561471289,989,5,497,985,false,false,true
990,2024-02-28 09:33:14,4969307,Transferencia,3433952480,990,1,498,986,false,false,true
991,2024-02-28 15:20:37,3251098,Compra,4576535928,991,2,499,987,false,false,true
992,2024-02-28 00:40:36,1870979,Retiro,3316430643,992,3,500,988,false,false,true
993,2024-02-28 12:26:52,511868,Depósito,4916853381,993,4,501,989,false,false,true
994,2024-02-28 11:31:15,3989869,Compra,6345414009,994,5,4,990,false,false,true
995,2024-02-28 03:23:19,2757443,Depósito,3093038468,995,5,4,991,false,false,true
996,2024-02-28 14:10:57,3152070,Depósito,6399877200,996,1,502,992,false,false,true
997,2024-02-28 07:06:57,176856,Transferencia,7636929722,997,1,503,993,false,false,true
998,2024-02-28 14:57:06,836377,Compra,9430194985,998,1,4,994,false,false,true
999,2024-02-28 23:20:10,2404288,Retiro,9315199398,999,1,4,995,false,false,true
1000,2024-02-28 12:43:41,2863999,Compra,4073234494,1000,3,4,996,false,false,true
