tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
TI,778139898,Cliente712 Méndez,1959-01-27 00:00:00,"Carrera 35 #51-29",3461017137,"",Medellín,646
CC,656976038,Cliente713 Pérez,1988-06-02 00:00:00,"Carrera 14 #95-10",3964087687,"",Bucaramanga,647
TI,565861385,Cliente715 Pérez,1966-12-04 00:00:00,"Diagonal 104 #49-42",3194972450,"",Bucaramanga,648
PAS,560783901,Cliente716 Gómez,1951-04-16 00:00:00,"Avenida 59 #62-22",3512662831,cliente716.663@gmail.com,Bogotá,649
TI,687641139,Cliente717 Ramírez,2000-09-01 00:00:00,"Avenida 24 #65-24",3685721152,"",Cali,650
CC,582081137,Cliente718 Pérez,1994-09-22 00:00:00,"Avenida 28 #13-42",3398868749,"",Cartagena,651
TI,111590142,Cliente719 Méndez,1990-01-03 00:00:00,"Diagonal 118 #64-3",3916684718,"",Barranquilla,652
TI,116361950,Cliente720 Méndez,1990-11-22 00:00:00,"Diagonal 32 #99-29",3337327638,"",Bogotá,653
PAS,865846139,Cliente721 Torres,1971-08-01 00:00:00,"Avenida 92 #66-38",3938433896,"",Pereira,654
CE,649700877,Cliente722 Méndez,1958-01-12 00:00:00,"Diagonal 60 #16-6",3853887850,"",Medellín,655
PAS,806193746,Cliente723 Méndez,1999-10-26 00:00:00,"Calle 105 #27-40",3279740679,cliente723.618@outlook.com,Cali,656
TI,720222262,Cliente724 Torres,1997-07-04 00:00:00,"Carrera 72 #4-19",3428063217,cliente724.669@gmail.com,Medellín,657
TI,734529502,Cliente725 Torres,1967-11-15 00:00:00,"Calle 14 #39-23",3849025031,cliente725.533@yahoo.com,Bogotá,658
CE,855538865,Cliente726 Méndez,1988-11-17 00:00:00,"Carrera 36 #22-37",3801740365,"",Cali,659
TI,499947025,Cliente728 Pérez,1968-11-10 00:00:00,"Calle 11 #32-34",3427588000,cliente728.415@outlook.com,Cartagena,660
CE,114718399,Cliente729 Pérez,1995-03-08 00:00:00,"Avenida 68 #86-45",3518126699,"",Barranquilla,661
CE,320182527,Cliente730 Gómez,2002-05-27 00:00:00,"Calle 85 #17-9",3423128186,cliente730.445@gmail.com,Pereira,662
PAS,747677733,Cliente732 Gómez,1999-11-01 00:00:00,"Carrera 13 #14-18",3366701294,cliente732.625@outlook.com,Barranquilla,663
CE,697037631,Cliente733 Torres,1993-02-10 00:00:00,"Diagonal 89 #61-21",3249594060,"",Bogotá,664
CE,538344278,Cliente734 Pérez,1980-05-02 00:00:00,"Calle 139 #3-1",3880192166,"",Cartagena,665
PAS,530969125,Cliente735 Torres,1982-06-08 00:00:00,"Avenida 20 #55-35",3176407223,"",Cartagena,666
TI,752577852,Cliente736 Torres,2005-11-23 00:00:00,"Calle 52 #11-19",3592801429,"",Barranquilla,667
CC,963425928,Cliente737 Méndez,1987-02-19 00:00:00,"Diagonal 10 #39-17",3176444613,"",Barranquilla,668
CC,397368244,Cliente738 Pérez,1985-09-26 00:00:00,"Diagonal 105 #1-20",3676450073,"",Bogotá,669
CE,413629691,Cliente739 Gómez,1988-10-04 00:00:00,"Calle 86 #100-45",3407174857,cliente739.10@gmail.com,Medellín,670
PAS,145986880,Cliente740 Torres,1983-12-24 00:00:00,"Avenida 118 #14-28",3196663592,cliente740.666@gmail.com,Cali,671
CC,877331439,Cliente741 Ramírez,2002-04-25 00:00:00,"Avenida 6 #2-18",3929270924,cliente741.93@gmail.com,Bogotá,672
CE,270151281,Cliente743 Pérez,2004-10-18 00:00:00,"Avenida 6 #83-9",3491243902,cliente743.606@gmail.com,Bucaramanga,673
TI,543460626,Cliente744 Ramírez,1957-06-28 00:00:00,"Avenida 18 #82-8",3624673882,"",Barranquilla,674
PAS,186898338,Cliente745 Méndez,1955-01-20 00:00:00,"Carrera 99 #36-4",3880899362,cliente745.9@yahoo.com,Cali,675
PAS,667805668,Cliente746 Méndez,1972-12-11 00:00:00,"Avenida 30 #48-25",3817303686,cliente746.448@gmail.com,Cartagena,676
CE,448789391,Cliente748 Ramírez,2004-11-12 00:00:00,"Carrera 20 #3-6",3862830528,cliente748.932@outlook.com,Cartagena,677
CC,512473463,Cliente749 Ramírez,1966-08-11 00:00:00,"Calle 49 #98-42",3203849029,"",Cartagena,678
CE,369945537,Cliente750 Torres,1951-12-10 00:00:00,"Avenida 122 #25-8",3734001726,"",Medellín,679
TI,664727269,Cliente751 Ramírez,1971-04-21 00:00:00,"Diagonal 9 #34-27",3657574377,cliente751.405@mail.com,Cartagena,680
TI,885192036,Cliente752 Ramírez,1965-09-13 00:00:00,"Avenida 79 #48-2",3416464421,cliente752.417@mail.com,Barranquilla,681
PAS,675946656,Cliente753 Gómez,1950-01-06 00:00:00,"Avenida 14 #38-13",3583674791,"",Bucaramanga,682
CE,600414962,Cliente754 Gómez,1968-05-17 00:00:00,"Avenida 142 #92-49",3886334298,"",Pereira,683
CE,479459147,Cliente755 Méndez,1988-05-07 00:00:00,"Carrera 56 #91-32",3904417415,"",Medellín,684
PAS,228554860,Cliente756 Pérez,1997-05-22 00:00:00,"Carrera 94 #77-13",3953643944,cliente756.171@mail.com,Barranquilla,685
CE,414331375,Cliente757 Méndez,1976-08-11 00:00:00,"Diagonal 14 #11-8",3910307486,"",Pereira,686
CE,443496687,Cliente759 Torres,1964-01-18 00:00:00,"Avenida 123 #78-34",3990597604,cliente759.743@mail.com,Cali,687
CC,271430429,Cliente760 Torres,1992-05-13 00:00:00,"Diagonal 109 #5-24",3183375761,cliente760.152@mail.com,Cali,688
PAS,849098300,Cliente761 Pérez,2004-08-19 00:00:00,"Calle 81 #28-8",3485629846,"",Barranquilla,689
CE,370052311,Cliente762 Torres,2003-12-05 00:00:00,"Avenida 68 #40-34",3558291632,"",Medellín,690
PAS,220325388,Cliente763 Méndez,1952-07-06 00:00:00,"Avenida 106 #26-14",3138192291,"",Cali,691
PAS,422413185,Cliente764 Gómez,1970-11-24 00:00:00,"Calle 86 #28-2",3859689314,cliente764.235@mail.com,Barranquilla,692
CE,990934829,Cliente765 Ramírez,1978-02-26 00:00:00,"Carrera 65 #72-48",3116312986,cliente765.300@gmail.com,Pereira,693
PAS,521484380,Cliente766 Ramírez,2005-01-13 00:00:00,"Diagonal 74 #41-10",3512428132,"",Cali,694
TI,701523136,Cliente767 Ramírez,1974-11-17 00:00:00,"Avenida 23 #66-11",3266079994,"",Medellín,695
TI,968946345,Cliente768 Torres,1975-08-28 00:00:00,"Carrera 150 #100-45",3315825318,"",Medellín,696
CC,241909672,Cliente769 Méndez,1982-06-15 00:00:00,"Avenida 68 #54-20",3729417682,cliente769.771@gmail.com,Barranquilla,697
CE,304379680,Cliente770 Torres,1993-11-05 00:00:00,"Avenida 28 #16-37",3210306158,cliente770.181@outlook.com,Bucaramanga,698
PAS,929091384,Cliente771 Méndez,1953-11-24 00:00:00,"Avenida 22 #42-6",3823903628,cliente771.164@mail.com,Barranquilla,699
PAS,714217850,Cliente772 Ramírez,1984-10-14 00:00:00,"Avenida 78 #77-14",3245156914,cliente772.845@yahoo.com,Bogotá,700
CC,223060920,Cliente773 Ramírez,1968-06-18 00:00:00,"Carrera 55 #42-12",3462068210,cliente773.212@outlook.com,Cartagena,701
CC,333697920,Cliente774 Ramírez,1998-10-08 00:00:00,"Diagonal 86 #34-1",3883738137,"",Cartagena,702
TI,544668616,Cliente776 Ramírez,2000-08-07 00:00:00,"Avenida 56 #48-39",3875001714,"",Pereira,703
PAS,748030799,Cliente778 Gómez,1988-10-02 00:00:00,"Calle 14 #96-37",3256503897,"",Bogotá,704
TI,945730296,Cliente779 Gómez,1994-08-06 00:00:00,"Diagonal 118 #90-21",3526939822,cliente779.384@gmail.com,Bucaramanga,705
PAS,192003568,Cliente780 Gómez,2000-03-04 00:00:00,"Avenida 131 #56-5",3511147883,"",Pereira,706
TI,498809933,Cliente782 Pérez,1982-02-21 00:00:00,"Calle 134 #94-33",3850875047,"",Bucaramanga,707
PAS,376386903,Cliente783 Ramírez,1966-08-26 00:00:00,"Calle 144 #43-15",3904729395,"",Barranquilla,708
PAS,644697776,Cliente784 Torres,1984-02-28 00:00:00,"Diagonal 5 #47-33",3781395639,"",Cali,709
PAS,465504219,Cliente785 Ramírez,1988-03-27 00:00:00,"Carrera 91 #53-18",3907178923,cliente785.670@mail.com,Bucaramanga,710
PAS,430931829,Cliente786 Pérez,1958-07-15 00:00:00,"Avenida 63 #19-31",3228159138,"",Bogotá,711
CE,930876709,Cliente787 Pérez,1959-11-21 00:00:00,"Carrera 114 #78-50",3358920706,"",Bucaramanga,712
TI,547743951,Cliente788 Torres,1977-03-06 00:00:00,"Avenida 126 #73-46",3858817189,cliente788.998@yahoo.com,Cali,713
CE,524798038,Cliente789 Méndez,1994-12-23 00:00:00,"Calle 132 #24-19",3572071724,cliente789.3@mail.com,Cali,714
CE,403026800,Cliente790 Ramírez,1960-11-05 00:00:00,"Diagonal 146 #23-12",3832121600,"",Bucaramanga,715
CE,450819267,Cliente791 Méndez,2004-09-17 00:00:00,"Carrera 150 #57-42",3479131705,"",Medellín,716
PAS,506851543,Cliente793 Gómez,1994-01-23 00:00:00,"Diagonal 117 #48-40",3412259153,"",Bucaramanga,717
PAS,346655546,Cliente794 Méndez,2005-02-28 00:00:00,"Calle 73 #10-22",3625596575,"",Bucaramanga,718
TI,320529491,Cliente795 Ramírez,1986-04-01 00:00:00,"Calle 99 #45-42",3964032981,"",Bucaramanga,719
CC,796525841,Cliente796 Pérez,1972-07-01 00:00:00,"Calle 60 #84-48",3851081349,cliente796.478@mail.com,Pereira,720
TI,224167513,Cliente797 Pérez,1950-12-22 00:00:00,"Calle 57 #71-31",3531757825,"",Bucaramanga,721
CC,802618822,Cliente798 Ramírez,1985-03-17 00:00:00,"Avenida 13 #96-42",3102336506,cliente798.15@gmail.com,Bogotá,722
CC,832245609,Cliente799 Pérez,1958-01-15 00:00:00,"Avenida 75 #44-2",3552010276,cliente799.492@yahoo.com,Pereira,723
PAS,392057331,Cliente800 Torres,1955-11-15 00:00:00,"Carrera 142 #21-37",3929282266,"",Medellín,724
CE,414223822,Cliente802 Méndez,1962-03-18 00:00:00,"Calle 58 #88-36",3700961929,cliente802.567@mail.com,Bogotá,725
PAS,195128859,Cliente803 Torres,1956-03-19 00:00:00,"Diagonal 37 #75-7",3315614642,cliente803.294@yahoo.com,Medellín,726
TI,919518534,Cliente804 Torres,1950-12-22 00:00:00,"Carrera 29 #99-4",3588494870,"",Pereira,727
PAS,606564603,Cliente805 Torres,2003-11-25 00:00:00,"Calle 118 #32-22",3104799933,"",Cali,728
PAS,616945052,Cliente806 Pérez,1978-09-24 00:00:00,"Calle 112 #88-29",3361976266,cliente806.693@gmail.com,Cartagena,729
TI,492417760,Cliente807 Méndez,1992-03-28 00:00:00,"Diagonal 125 #56-11",3841234008,cliente807.383@yahoo.com,Barranquilla,730
PAS,312293548,Cliente808 Ramírez,1993-01-09 00:00:00,"Avenida 49 #7-35",3969546540,cliente808.526@gmail.com,Medellín,731
CE,681547415,Cliente809 Gómez,1951-05-25 00:00:00,"Carrera 99 #46-44",3959168569,"",Cali,732
CC,342132404,Cliente811 Gómez,1990-01-26 00:00:00,"Carrera 113 #97-35",3898202961,"",Bucaramanga,733
PAS,843105426,Cliente813 Torres,1968-02-03 00:00:00,"Avenida 22 #39-9",3533401959,cliente813.612@mail.com,Bucaramanga,734
PAS,676040932,Cliente814 Torres,1981-09-07 00:00:00,"Diagonal 53 #49-28",3948117884,cliente814.274@mail.com,Bogotá,735
CC,777865432,Cliente815 Torres,1972-04-13 00:00:00,"Carrera 83 #31-22",3888906176,"",Medellín,736
CE,965734597,Cliente816 Gómez,1978-12-23 00:00:00,"Diagonal 19 #30-36",3538165663,cliente816.715@gmail.com,Bogotá,737
CE,792389458,Cliente818 Pérez,1966-07-22 00:00:00,"Calle 129 #29-11",3360546183,"",Bogotá,738
CC,765697188,Cliente819 Méndez,1950-07-21 00:00:00,"Avenida 60 #32-50",3476299302,cliente819.789@gmail.com,Bogotá,739
CE,678205735,Cliente820 Pérez,1973-02-04 00:00:00,"Calle 73 #24-24",3214520687,cliente820.726@gmail.com,Barranquilla,740
TI,280743582,Cliente821 Méndez,1962-11-25 00:00:00,"Avenida 88 #10-3",3549504376,cliente821.550@gmail.com,Barranquilla,741
PAS,587493979,Cliente822 Ramírez,1968-11-24 00:00:00,"Diagonal 12 #9-14",3653306098,cliente822.381@outlook.com,Bogotá,742
CE,940408221,Cliente823 Pérez,1998-11-24 00:00:00,"Avenida 29 #90-21",3709716793,cliente823.278@gmail.com,Cali,743
CE,899484246,Cliente825 Pérez,1956-04-23 00:00:00,"Calle 15 #40-33",3515641817,"",Bucaramanga,744
PAS,401656948,Cliente826 Torres,1977-12-02 00:00:00,"Carrera 99 #14-6",3681615585,cliente826.736@outlook.com,Cartagena,745
TI,936914487,Cliente827 Méndez,1960-02-28 00:00:00,"Carrera 143 #55-28",3720119540,cliente827.353@yahoo.com,Cartagena,746
TI,664907150,Cliente828 Torres,1951-10-04 00:00:00,"Carrera 65 #41-33",3180986725,cliente828.975@mail.com,Bucaramanga,747
CE,891570164,Cliente829 Torres,1976-10-03 00:00:00,"Calle 88 #39-28",3908457416,"",Pereira,748
CE,873557848,Cliente830 Pérez,1979-01-01 00:00:00,"Diagonal 122 #89-29",3736866076,cliente830.279@mail.com,Bucaramanga,749
CC,591163613,Cliente831 Ramírez,1997-02-19 00:00:00,"Calle 62 #66-34",3819230201,cliente831.991@mail.com,Cali,750
TI,888228466,Cliente832 Ramírez,1956-08-12 00:00:00,"Calle 5 #76-7",3514960945,"",Bucaramanga,751
CC,175658064,Cliente833 Gómez,1954-07-09 00:00:00,"Carrera 28 #2-42",3881761770,cliente833.239@mail.com,Bucaramanga,752
CC,167346849,Cliente836 Pérez,1976-06-13 00:00:00,"Diagonal 115 #16-14",3986202538,"",Medellín,753
PAS,587244929,Cliente837 Ramírez,1979-03-01 00:00:00,"Carrera 111 #12-41",3547090428,"",Bucaramanga,754
PAS,472259209,Cliente838 Méndez,1970-10-19 00:00:00,"Carrera 135 #12-22",3349447256,cliente838.795@gmail.com,Cali,755
CE,866035798,Cliente839 Torres,2004-09-25 00:00:00,"Calle 94 #88-11",3451217785,"",Cali,756
PAS,978817777,Cliente840 Torres,1951-03-09 00:00:00,"Calle 40 #76-13",3446774690,cliente840.395@outlook.com,Barranquilla,757
TI,252147638,Cliente841 Pérez,1960-08-08 00:00:00,"Diagonal 63 #31-47",3757998146,cliente841.698@outlook.com,Pereira,758
PAS,398114678,Cliente842 Pérez,1978-09-22 00:00:00,"Carrera 46 #10-37",3327810305,"",Medellín,759
CC,346019585,Cliente843 Ramírez,1992-11-11 00:00:00,"Avenida 76 #8-11",3616347745,"",Cali,760
TI,566372562,Cliente845 Torres,1977-08-08 00:00:00,"Avenida 36 #53-40",3707865112,"",Bucaramanga,761
CE,763913221,Cliente846 Ramírez,1977-10-01 00:00:00,"Calle 19 #27-13",3453013910,cliente846.525@outlook.com,Cartagena,762
PAS,707793908,Cliente847 Méndez,2005-08-15 00:00:00,"Carrera 49 #27-33",3264937034,"",Cali,763
CE,243647971,Cliente849 Ramírez,1979-10-21 00:00:00,"Carrera 67 #88-39",3865517679,"",Medellín,764
CC,882345898,Cliente850 Ramírez,1957-01-02 00:00:00,"Carrera 45 #99-39",3182479300,"",Cali,765
PAS,221125236,Cliente851 Torres,1952-01-24 00:00:00,"Diagonal 52 #85-35",3314672465,"",Pereira,766
CC,239025044,Cliente852 Gómez,2000-03-20 00:00:00,"Carrera 111 #50-48",3523170986,"",Cali,767
TI,119602085,Cliente853 Pérez,1994-09-28 00:00:00,"Calle 143 #21-12",3449852038,cliente853.269@yahoo.com,Medellín,768
CE,947041298,Cliente854 Gómez,1983-11-11 00:00:00,"Carrera 115 #16-26",3752894382,cliente854.842@outlook.com,Cartagena,769
PAS,920797995,Cliente855 Pérez,1982-03-08 00:00:00,"Carrera 104 #17-12",3665885189,cliente855.418@mail.com,Pereira,770
CE,771839642,Cliente856 Ramírez,1991-09-02 00:00:00,"Avenida 57 #54-2",3430595737,"",Bogotá,771
CC,191876009,Cliente857 Méndez,1989-08-12 00:00:00,"Calle 143 #50-9",3316472230,cliente857.910@mail.com,Bogotá,772
CC,689401639,Cliente858 Méndez,1957-12-28 00:00:00,"Diagonal 68 #29-27",3610378729,cliente858.223@yahoo.com,Cartagena,773
CE,101040880,Cliente859 Torres,1970-02-03 00:00:00,"Carrera 66 #30-28",3303789648,cliente859.74@outlook.com,Barranquilla,774
TI,628689633,Cliente860 Pérez,1956-08-25 00:00:00,"Calle 85 #87-37",3800465817,"",Barranquilla,775
CE,882022138,Cliente861 Gómez,1951-02-19 00:00:00,"Carrera 108 #40-32",3556304420,cliente861.800@mail.com,Bogotá,776
CE,159586587,Cliente862 Ramírez,1953-11-09 00:00:00,"Calle 84 #73-2",3196811546,cliente862.925@outlook.com,Bogotá,777
PAS,540448323,Cliente863 Torres,1993-03-23 00:00:00,"Carrera 118 #13-17",3961066073,"",Bucaramanga,778
PAS,820934377,Cliente864 Méndez,1975-06-12 00:00:00,"Avenida 58 #46-20",3659252921,cliente864.554@yahoo.com,Bogotá,779
CE,815762409,Cliente865 Ramírez,2003-01-13 00:00:00,"Avenida 76 #56-34",3393361524,"",Cartagena,780
CE,676637373,Cliente866 Gómez,1991-07-01 00:00:00,"Carrera 144 #24-42",3812912627,cliente866.946@mail.com,Bucaramanga,781
PAS,428714983,Cliente867 Torres,1963-07-26 00:00:00,"Calle 117 #95-9",3850621812,cliente867.234@yahoo.com,Barranquilla,782
PAS,619968009,Cliente868 Gómez,1982-02-21 00:00:00,"Avenida 74 #55-32",3129751381,cliente868.31@yahoo.com,Bogotá,783
CE,328630524,Cliente869 Pérez,1964-10-25 00:00:00,"Carrera 23 #65-10",3136431884,cliente869.555@outlook.com,Bucaramanga,784
CC,102134470,Cliente870 Gómez,1977-11-18 00:00:00,"Carrera 28 #51-6",3687206978,cliente870.387@mail.com,Bucaramanga,785
CC,561363116,Cliente871 Ramírez,1955-01-15 00:00:00,"Diagonal 117 #58-36",3598604740,cliente871.240@outlook.com,Cali,786
CE,431467056,Cliente872 Pérez,1999-07-14 00:00:00,"Avenida 1 #44-23",3717992794,cliente872.360@gmail.com,Cartagena,787
CC,978243538,Cliente873 Torres,2002-10-09 00:00:00,"Carrera 83 #22-41",3432887411,cliente873.896@gmail.com,Cartagena,788
PAS,462153807,Cliente874 Méndez,1957-10-12 00:00:00,"Avenida 14 #76-42",3683060251,"",Medellín,789
PAS,610669736,Cliente875 Méndez,1958-11-22 00:00:00,"Avenida 85 #8-12",3240673413,"",Cali,790
CC,392968167,Cliente876 Pérez,1965-06-27 00:00:00,"Diagonal 84 #34-41",3997055813,"",Cali,791
CC,797690357,Cliente877 Méndez,1960-01-18 00:00:00,"Avenida 17 #44-19",3647353391,"",Cali,792
CE,539854722,Cliente878 Gómez,1977-01-05 00:00:00,"Diagonal 5 #53-50",3817711423,"",Cali,793
CE,823410637,Cliente879 Pérez,1983-09-01 00:00:00,"Avenida 102 #64-11",3579833533,"",Cartagena,794
PAS,701428063,Cliente880 Méndez,2000-04-18 00:00:00,"Diagonal 92 #90-1",3981165529,"",Bogotá,795
PAS,555707854,Cliente881 Torres,1997-10-20 00:00:00,"Diagonal 36 #7-4",3145365792,"",Bogotá,796
CC,307107697,Cliente882 Pérez,1964-12-22 00:00:00,"Avenida 4 #95-46",3877902871,cliente882.541@outlook.com,Bogotá,797
CC,136931168,Cliente883 Ramírez,1985-03-21 00:00:00,"Avenida 148 #96-23",3311490150,"",Bucaramanga,798
PAS,640604648,Cliente884 Ramírez,1956-07-01 00:00:00,"Avenida 6 #17-5",3284643427,"",Pereira,799
TI,490231183,Cliente885 Gómez,1975-03-13 00:00:00,"Diagonal 111 #21-33",3666108559,cliente885.8@mail.com,Bogotá,800
TI,480932201,Cliente886 Ramírez,1987-06-21 00:00:00,"Carrera 55 #90-42",3528601016,cliente886.234@outlook.com,Cali,801
TI,472973553,Cliente887 Pérez,1974-12-07 00:00:00,"Diagonal 71 #10-9",3805571779,cliente887.462@outlook.com,Pereira,802
TI,601106036,Cliente888 Ramírez,1956-05-03 00:00:00,"Diagonal 8 #7-15",3801274917,"",Bogotá,803
TI,365515661,Cliente889 Gómez,1989-08-06 00:00:00,"Avenida 123 #42-14",3846464271,cliente889.10@gmail.com,Cartagena,804
TI,195397058,Cliente890 Torres,2003-05-06 00:00:00,"Avenida 130 #68-7",3454620182,cliente890.371@gmail.com,Pereira,805
CC,329291763,Cliente891 Gómez,2005-05-08 00:00:00,"Calle 28 #8-41",3452385641,"",Bucaramanga,806
CC,224735890,Cliente892 Gómez,1972-02-21 00:00:00,"Diagonal 102 #24-17",3983119517,"",Bucaramanga,807
TI,831955566,Cliente893 Ramírez,1998-08-26 00:00:00,"Avenida 143 #58-30",3961345799,cliente893.375@mail.com,Barranquilla,808
CE,444421097,Cliente894 Torres,1964-09-23 00:00:00,"Diagonal 72 #20-42",3135505142,cliente894.522@mail.com,Pereira,809
PAS,289971749,Cliente895 Torres,1995-01-25 00:00:00,"Diagonal 74 #80-27",3206896448,cliente895.60@outlook.com,Bogotá,810
CC,522906900,Cliente898 Ramírez,1968-04-12 00:00:00,"Diagonal 21 #51-18",3108013689,cliente898.875@gmail.com,Bogotá,811
TI,587159075,Cliente899 Méndez,1962-12-08 00:00:00,"Calle 15 #98-4",3163803868,cliente899.407@outlook.com,Cartagena,812
CE,180315869,Cliente901 Méndez,1999-09-08 00:00:00,"Diagonal 19 #30-48",3240546519,"",Bucaramanga,813
TI,262700819,Cliente902 Pérez,1975-05-09 00:00:00,"Carrera 137 #18-12",3221999893,cliente902.525@mail.com,Bucaramanga,814
PAS,893995661,Cliente903 Méndez,1977-02-26 00:00:00,"Diagonal 150 #28-31",3636502854,"",Bucaramanga,815
CC,791732886,Cliente904 Pérez,1984-07-24 00:00:00,"Diagonal 88 #33-41",3844114585,cliente904.893@mail.com,Cartagena,816
TI,930308014,Cliente905 Méndez,2001-05-22 00:00:00,"Carrera 63 #49-4",3266503040,cliente905.884@yahoo.com,Bogotá,817
TI,251525103,Cliente906 Torres,1967-07-12 00:00:00,"Calle 67 #37-48",3328434366,"",Bucaramanga,818
TI,691646608,Cliente908 Pérez,1957-02-08 00:00:00,"Carrera 17 #96-35",3797018627,cliente908.753@yahoo.com,Bogotá,819
PAS,642214417,Cliente909 Pérez,1969-03-12 00:00:00,"Carrera 19 #44-50",3454116676,"",Bucaramanga,820
CC,749032344,Cliente910 Torres,1994-06-28 00:00:00,"Calle 62 #12-3",3504805090,cliente910.953@yahoo.com,Barranquilla,821
PAS,155302923,Cliente911 Gómez,1976-05-01 00:00:00,"Carrera 32 #3-1",3687286797,cliente911.769@gmail.com,Cali,822
CC,565602912,Cliente912 Pérez,1961-10-11 00:00:00,"Diagonal 115 #73-49",3444114840,cliente912.960@outlook.com,Medellín,823
CE,880782321,Cliente913 Pérez,1987-12-12 00:00:00,"Carrera 73 #30-39",3679894246,cliente913.447@outlook.com,Cali,824
TI,246108113,Cliente914 Torres,2005-02-21 00:00:00,"Avenida 45 #78-44",3784293089,cliente914.100@outlook.com,Cartagena,825
CC,330432878,Cliente915 Méndez,1973-04-09 00:00:00,"Calle 80 #2-24",3929386066,cliente915.541@yahoo.com,Medellín,826
CE,888062011,Cliente916 Gómez,2000-08-14 00:00:00,"Avenida 35 #96-47",3510126749,"",Bucaramanga,827
PAS,851151088,Cliente917 Méndez,2001-07-13 00:00:00,"Calle 102 #13-42",3588372420,cliente917.493@yahoo.com,Pereira,828
CE,483146998,Cliente918 Méndez,2001-10-07 00:00:00,"Carrera 95 #4-44",3840806263,cliente918.764@gmail.com,Bucaramanga,829
CC,618760733,Cliente919 Pérez,1979-11-05 00:00:00,"Carrera 88 #87-27",3217172723,"",Medellín,830
PAS,381549391,Cliente920 Ramírez,2002-04-10 00:00:00,"Avenida 45 #76-16",3667765147,cliente920.730@mail.com,Cali,831
PAS,883978660,Cliente921 Torres,1957-12-19 00:00:00,"Diagonal 36 #51-4",3250382299,"",Cartagena,832
TI,547104885,Cliente923 Méndez,1976-01-27 00:00:00,"Carrera 118 #74-36",3272944276,"",Bucaramanga,833
CE,811946028,Cliente924 Torres,1959-09-08 00:00:00,"Calle 97 #58-35",3778378796,"",Bucaramanga,834
PAS,986814052,Cliente925 Ramírez,1965-12-04 00:00:00,"Calle 110 #81-3",3577015403,"",Bogotá,835
CE,756864527,Cliente926 Pérez,1997-02-17 00:00:00,"Avenida 36 #82-47",3308818649,cliente926.827@outlook.com,Cartagena,836
CE,475517313,Cliente927 Ramírez,1991-12-19 00:00:00,"Avenida 38 #69-2",3115283466,"",Cali,837
CE,234522695,Cliente928 Torres,1967-05-21 00:00:00,"Calle 17 #22-17",3164046541,"",Bucaramanga,838
CE,210723511,Cliente929 Ramírez,1964-07-17 00:00:00,"Avenida 37 #96-50",3609242054,"",Barranquilla,839
CE,837588491,Cliente930 Méndez,1960-12-07 00:00:00,"Diagonal 130 #31-38",3688793885,cliente930.936@mail.com,Pereira,840
TI,231705325,Cliente932 Torres,1967-05-02 00:00:00,"Diagonal 126 #91-18",3122503869,"",Barranquilla,841
TI,651900875,Cliente933 Gómez,1993-01-05 00:00:00,"Diagonal 70 #31-41",3597653104,cliente933.316@mail.com,Bucaramanga,842
CC,290315205,Cliente934 Torres,1986-08-12 00:00:00,"Calle 25 #60-9",3102816259,cliente934.447@yahoo.com,Medellín,843
CE,250225460,Cliente935 Torres,1985-07-04 00:00:00,"Avenida 62 #8-15",3130340842,"",Bucaramanga,844
CE,680541500,Cliente936 Pérez,1975-07-05 00:00:00,"Diagonal 127 #31-12",3815465694,cliente936.28@mail.com,Pereira,845
TI,686076351,Cliente937 Gómez,1971-07-05 00:00:00,"Carrera 53 #45-1",3228493999,"",Medellín,846
PAS,742970001,Cliente938 Gómez,1973-02-02 00:00:00,"Diagonal 113 #41-3",3825280090,"",Bucaramanga,847
CC,107736566,Cliente939 Ramírez,1971-06-28 00:00:00,"Carrera 23 #8-4",3795749213,cliente939.356@gmail.com,Medellín,848
CE,740641766,Cliente940 Méndez,1989-04-08 00:00:00,"Avenida 150 #47-7",3565900730,"",Bucaramanga,849
PAS,450504454,Cliente941 Torres,1971-03-10 00:00:00,"Avenida 66 #32-21",3202136233,cliente941.424@yahoo.com,Cartagena,850
CC,761254940,Cliente942 Méndez,1992-01-19 00:00:00,"Calle 89 #67-11",3360106027,cliente942.144@outlook.com,Barranquilla,851
PAS,884483811,Cliente943 Ramírez,2002-07-05 00:00:00,"Diagonal 133 #24-7",3479693451,"",Cartagena,852
CE,118255262,Cliente944 Gómez,1994-10-25 00:00:00,"Avenida 91 #95-35",3503776896,cliente944.192@gmail.com,Cali,853
PAS,286803422,Cliente946 Méndez,1962-08-03 00:00:00,"Diagonal 16 #26-6",3398059677,"",Barranquilla,854
CE,875217835,Cliente947 Torres,1972-10-27 00:00:00,"Avenida 12 #21-3",3951973809,cliente947.970@yahoo.com,Bucaramanga,855
PAS,421629675,Cliente948 Ramírez,1998-09-02 00:00:00,"Carrera 6 #83-34",3414081830,cliente948.582@outlook.com,Medellín,856
TI,272315825,Cliente949 Torres,1973-02-07 00:00:00,"Carrera 74 #23-33",3368647682,cliente949.365@gmail.com,Barranquilla,857
TI,917499024,Cliente950 Pérez,1964-06-07 00:00:00,"Carrera 62 #48-16",3882269997,"",Cartagena,858
CE,196918617,Cliente951 Pérez,1999-04-20 00:00:00,"Calle 60 #13-41",3582728688,"",Cartagena,859
